tab 	locations														
age	age_high	age_low	age_unit	geologic_classes	lat_n	lat_s	lithologies	location	location_type	lon_e	lon_w				
This study	12.8	159.9	-49.1	I1936-4A-LP-DIR-T	Molspin	2.31E-07	0.02091	273	I1936-4A-LP-DIR-T-8	LT-T-Z	9	I1936-4A	0	798	g
This study	13.6	158.3	-49.5	I1936-4A-LP-DIR-T	Molspin	2.25E-07	0.020401	273	I1936-4A-LP-DIR-T-9	LT-T-Z	1	I1936-4A	0	813	g
This study	13.3	158.7	-50	I1936-4A-LP-DIR-T	Molspin	2.19E-07	0.01987	273	I1936-4A-LP-DIR-T-10	LT-T-Z	11	I1936-4A	0	828	g
This study	8	10.5	-11.4	I1936-4A-LP-DIR-T	Molspin	1.42E-08	0.001283	273	I1936-4A-LP-DIR-T-11	LT-T-Z	12	I1936-4A	0	833	g
This study	3.8	137.2	-33.4	I1936-6A-LP-DIR-T	Molspin	1.86E-07	0.016477	273	I1936-6A-LP-DIR-T-1	LT-T-Z	2	I1936-6A	0	273	g
This study	3.4	137.5	-34.8	I1936-6A-LP-DIR-T	Molspin	1.75E-07	0.0155	273	I1936-6A-LP-DIR-T-2	LT-T-Z	3	I1936-6A	0	448	g
This study	3.3	138.7	-37.5	I1936-6A-LP-DIR-T	Molspin	1.59E-07	0.014042	273	I1936-6A-LP-DIR-T-3	LT-T-Z	4	I1936-6A	0	523	g
This study	6	141.5	-36.5	I1936-6A-LP-DIR-T	Molspin	1.27E-07	0.01122	273	I1936-6A-LP-DIR-T-4	LT-T-Z	5	I1936-6A	0	598	g
This study	3.7	137	-39.1	I1936-6A-LP-DIR-T	Molspin	1.11E-07	0.009857	273	I1936-6A-LP-DIR-T-5	LT-T-Z	6	I1936-6A	0	673	g
This study	3	139.1	-41.5	I1936-6A-LP-DIR-T	Molspin	1.08E-07	0.009594	273	I1936-6A-LP-DIR-T-6	LT-T-Z	7	I1936-6A	0	723	g
This study	3.9	133.5	-40	I1936-6A-LP-DIR-T	Molspin	8.89E-08	0.007873	273	I1936-6A-LP-DIR-T-7	LT-T-Z	8	I1936-6A	0	773	g
This study	1.6	134.4	-41.2	I1936-6A-LP-DIR-T	Molspin	3.59E-08	0.003183	273	I1936-6A-LP-DIR-T-8	LT-T-Z	9	I1936-6A	0	798	g
This study	3	134.1	-39.7	I1936-6A-LP-DIR-T	Molspin	3.36E-08	0.002973	273	I1936-6A-LP-DIR-T-9	LT-T-Z	1	I1936-6A	0	813	g
This study	0.9	138.7	-33.5	I1936-6A-LP-DIR-T	Molspin	8.13E-09	0.00072	273	I1936-6A-LP-DIR-T-10	LT-T-Z	11	I1936-6A	0	828	g
This study	2.7	148	-30.7	I1936-7A-LP-DIR-T	Molspin	2.70E-07	0.023931	273	I1936-7A-LP-DIR-T-1	LT-T-Z	2	I1936-7A	0	273	g
This study	2.5	147	-32.3	I1936-7A-LP-DIR-T	Molspin	2.59E-07	0.02292	273	I1936-7A-LP-DIR-T-2	LT-T-Z	3	I1936-7A	0	448	g
This study	2.4	148.1	-32.7	I1936-7A-LP-DIR-T	Molspin	2.56E-07	0.02269	273	I1936-7A-LP-DIR-T-3	LT-T-Z	4	I1936-7A	0	523	g
This study	4.7	144	-33.4	I1936-7A-LP-DIR-T	Molspin	2.35E-07	0.020781	273	I1936-7A-LP-DIR-T-4	LT-T-Z	5	I1936-7A	0	598	g
This study	3	146.1	-31.8	I1936-7A-LP-DIR-T	Molspin	2.15E-07	0.019074	273	I1936-7A-LP-DIR-T-5	LT-T-Z	6	I1936-7A	0	673	g
This study	3.9	145.8	-33.9	I1936-7A-LP-DIR-T	Molspin	2.00E-07	0.017689	273	I1936-7A-LP-DIR-T-6	LT-T-Z	7	I1936-7A	0	723	g
This study	4.9	142.2	-36.9	I1936-7A-LP-DIR-T	Molspin	1.37E-07	0.012122	273	I1936-7A-LP-DIR-T-7	LT-T-Z	8	I1936-7A	0	773	g
This study	4.7	139.5	-36.5	I1936-7A-LP-DIR-T	Molspin	6.30E-08	0.005582	273	I1936-7A-LP-DIR-T-8	LT-T-Z	9	I1936-7A	0	798	g
This study	2.8	141.8	-40.5	I1936-7A-LP-DIR-T	Molspin	4.66E-08	0.00413	273	I1936-7A-LP-DIR-T-9	LT-T-Z	1	I1936-7A	0	813	g
This study	3.7	58.5	-45	I1936-7A-LP-DIR-T	Molspin	4.93E-09	0.000437	273	I1936-7A-LP-DIR-T-10	LT-T-Z	11	I1936-7A	0	828	g
This study	2	207.3	-49	I1936-8A-LP-DIR-T	Molspin	2.36E-07	0.020939	273	I1936-8A-LP-DIR-T-1	LT-T-Z	2	I1936-8A	0	273	g
This study	6.1	206.8	-49.4	I1936-8A-LP-DIR-T	Molspin	2.32E-07	0.020572	273	I1936-8A-LP-DIR-T-2	LT-T-Z	3	I1936-8A	0	448	g
This study	3.5	206.6	-48.1	I1936-8A-LP-DIR-T	Molspin	2.29E-07	0.020253	273	I1936-8A-LP-DIR-T-3	LT-T-Z	4	I1936-8A	0	523	g
This study	4.1	205.9	-49.7	I1936-8A-LP-DIR-T	Molspin	2.24E-07	0.019854	273	I1936-8A-LP-DIR-T-4	LT-T-Z	5	I1936-8A	0	598	g
This study	3.1	201.9	-49.5	I1936-8A-LP-DIR-T	Molspin	2.10E-07	0.018618	273	I1936-8A-LP-DIR-T-5	LT-T-Z	6	I1936-8A	0	673	g
This study	2.8	206.8	-49.8	I1936-8A-LP-DIR-T	Molspin	1.99E-07	0.017589	273	I1936-8A-LP-DIR-T-6	LT-T-Z	7	I1936-8A	0	723	g
This study	2.9	200.9	-52.9	I1936-8A-LP-DIR-T	Molspin	1.67E-07	0.014766	273	I1936-8A-LP-DIR-T-7	LT-T-Z	8	I1936-8A	0	773	g
This study	6.7	206.3	-51.5	I1936-8A-LP-DIR-T	Molspin	8.25E-08	0.00731	273	I1936-8A-LP-DIR-T-8	LT-T-Z	9	I1936-8A	0	798	g
This study	3.4	214.9	-52.4	I1936-8A-LP-DIR-T	Molspin	7.81E-08	0.006914	273	I1936-8A-LP-DIR-T-9	LT-T-Z	1	I1936-8A	0	813	g
This study	4	212.5	-52.3	I1936-8A-LP-DIR-T	Molspin	7.05E-08	0.006245	273	I1936-8A-LP-DIR-T-10	LT-T-Z	11	I1936-8A	0	828	g
This study	5	211.9	-49.4	I1936-8A-LP-DIR-T	Molspin	7.45E-09	0.00066	273	I1936-8A-LP-DIR-T-11	LT-T-Z	12	I1936-8A	0	833	g
This study	2.5	312.2	38.6	I1937-1A-LP-DIR-T	Molspin	9.34E-06	0.82766	273	I1937-1A-LP-DIR-T-1	LT-T-Z	2	I1937-1A	0	273	g
This study	2.3	316.4	37.5	I1937-1A-LP-DIR-T	Molspin	8.00E-06	0.708716	273	I1937-1A-LP-DIR-T-2	LT-T-Z	3	I1937-1A	0	448	g
This study	3.1	321.8	35.9	I1937-1A-LP-DIR-T	Molspin	7.57E-06	0.670239	273	I1937-1A-LP-DIR-T-3	LT-T-Z	4	I1937-1A	0	523	g
This study	2.7	324.9	36.7	I1937-1A-LP-DIR-T	Molspin	7.19E-06	0.636929	273	I1937-1A-LP-DIR-T-4	LT-T-Z	5	I1937-1A	0	598	g
This study	2.4	332.3	33.4	I1937-1A-LP-DIR-T	Molspin	6.94E-06	0.615143	273	I1937-1A-LP-DIR-T-5	LT-T-Z	6	I1937-1A	0	673	g
This study	4.6	334.2	34.6	I1937-1A-LP-DIR-T	Molspin	6.62E-06	0.586399	273	I1937-1A-LP-DIR-T-6	LT-T-Z	7	I1937-1A	0	723	g
This study	4.4	334.4	31.9	I1937-1A-LP-DIR-T	Molspin	6.48E-06	0.573962	273	I1937-1A-LP-DIR-T-7	LT-T-Z	8	I1937-1A	0	773	g
This study	3.2	353.8	22.8	I1937-1A-LP-DIR-T	Molspin	4.57E-06	0.404947	273	I1937-1A-LP-DIR-T-8	LT-T-Z	9	I1937-1A	0	798	g
This study	3.1	350.4	26	I1937-1A-LP-DIR-T	Molspin	4.17E-06	0.36959	273	I1937-1A-LP-DIR-T-9	LT-T-Z	1	I1937-1A	0	813	g
This study	2.4	351.3	25.4	I1937-1A-LP-DIR-T	Molspin	4.10E-06	0.362951	273	I1937-1A-LP-DIR-T-10	LT-T-Z	11	I1937-1A	0	828	g
This study	3.5	351	26.1	I1937-1A-LP-DIR-T	Molspin	3.65E-06	0.32298	273	I1937-1A-LP-DIR-T-11	LT-T-Z	12	I1937-1A	0	833	g
This study	1.9	351.6	24.2	I1937-1A-LP-DIR-T	Molspin	3.16E-06	0.279771	273	I1937-1A-LP-DIR-T-12	LT-T-Z	13	I1937-1A	0	838	g
This study	3.1	355.3	22.2	I1937-1A-LP-DIR-T	Molspin	3.69E-07	0.032681	273	I1937-1A-LP-DIR-T-13	LT-T-Z	14	I1937-1A	0	843	g
This study	2.2	308	36.5	I1937-2a-LP-DIR-T	Molspin	8.72E-06	0.7722056	273	I1937-2a-LP-DIR-T-1	LT-T-Z	2	I1937-2a	0	273	g
This study	0.8	317.5	37.4	I1937-2a-LP-DIR-T	Molspin	7.37E-06	0.6531845	273	I1937-2a-LP-DIR-T-2	LT-T-Z	3	I1937-2a	0	448	g
This study	1.2	324.7	35.3	I1937-2a-LP-DIR-T	Molspin	7.11E-06	0.6295225	273	I1937-2a-LP-DIR-T-3	LT-T-Z	4	I1937-2a	0	523	g
This study	1.9	330.1	33.9	I1937-2a-LP-DIR-T	Molspin	6.95E-06	0.6154634	273	I1937-2a-LP-DIR-T-4	LT-T-Z	5	I1937-2a	0	598	g
This study	2.4	332.4	33.5	I1937-2a-LP-DIR-T	Molspin	6.62E-06	0.5862221	273	I1937-2a-LP-DIR-T-5	LT-T-Z	6	I1937-2a	0	673	g
This study	2.9	338	32.1	I1937-2a-LP-DIR-T	Molspin	6.55E-06	0.5800726	273	I1937-2a-LP-DIR-T-6	LT-T-Z	7	I1937-2a	0	723	g
This study	1.4	347.7	30.4	I1937-2a-LP-DIR-T	Molspin	6.17E-06	0.5464816	273	I1937-2a-LP-DIR-T-7	LT-T-Z	8	I1937-2a	0	773	g
This study	1.7	353.7	25.2	I1937-2a-LP-DIR-T	Molspin	3.30E-06	0.2925653	273	I1937-2a-LP-DIR-T-8	LT-T-Z	9	I1937-2a	0	798	g
This study	1.9	351.5	27	I1937-2a-LP-DIR-T	Molspin	2.79E-06	0.2475598	273	I1937-2a-LP-DIR-T-9	LT-T-Z	1	I1937-2a	0	813	g
This study	1.5	1.3	16.9	I1937-2a-LP-DIR-T	Molspin	2.38E-07	0.0210799	273	I1937-2a-LP-DIR-T-10	LT-T-Z	11	I1937-2a	0	828	g
This study	4.2	301.6	15.6	I1937-3A-LP-DIR-T	Molspin	8.46E-06	0.766	273	I1937-3A-LP-DIR-T-1	LT-T-Z	2	I1937-3A	0	273	g
This study	2.7	302	19.3	I1937-3A-LP-DIR-T	Molspin	6.91E-06	0.625774	273	I1937-3A-LP-DIR-T-2	LT-T-Z	3	I1937-3A	0	448	g
This study	3.7	307.2	19	I1937-3A-LP-DIR-T	Molspin	6.71E-06	0.607417	273	I1937-3A-LP-DIR-T-3	LT-T-Z	4	I1937-3A	0	523	g
This study	2.4	315.2	18.5	I1937-3A-LP-DIR-T	Molspin	6.50E-06	0.588729	273	I1937-3A-LP-DIR-T-4	LT-T-Z	5	I1937-3A	0	598	g
This study	4.1	315.2	18.9	I1937-3A-LP-DIR-T	Molspin	6.07E-06	0.550006	273	I1937-3A-LP-DIR-T-5	LT-T-Z	6	I1937-3A	0	673	g
This study	2.1	318.8	16.6	I1937-3A-LP-DIR-T	Molspin	5.90E-06	0.53465	273	I1937-3A-LP-DIR-T-6	LT-T-Z	7	I1937-3A	0	723	g
This study	3.9	323.8	16.5	I1937-3A-LP-DIR-T	Molspin	5.82E-06	0.52688	273	I1937-3A-LP-DIR-T-7	LT-T-Z	8	I1937-3A	0	773	g
This study	2	325.7	15	I1937-3A-LP-DIR-T	Molspin	5.79E-06	0.52432	273	I1937-3A-LP-DIR-T-8	LT-T-Z	9	I1937-3A	0	798	g
This study	3.4	330.4	12.3	I1937-3A-LP-DIR-T	Molspin	5.69E-06	0.514969	273	I1937-3A-LP-DIR-T-9	LT-T-Z	1	I1937-3A	0	813	g
This study	2.5	329.4	12.8	I1937-3A-LP-DIR-T	Molspin	5.36E-06	0.485798	273	I1937-3A-LP-DIR-T-10	LT-T-Z	11	I1937-3A	0	828	g
This study	1.3	334.8	12.1	I1937-3A-LP-DIR-T	Molspin	7.42E-08	0.006717	273	I1937-3A-LP-DIR-T-11	LT-T-Z	12	I1937-3A	0	833	g
This study	3.9	295.2	19.7	I1937-4A-LP-DIR-T	Molspin	8.78E-06	0.777278	273	I1937-4A-LP-DIR-T-1	LT-T-Z	2	I1937-4A	0	273	g
This study	1.2	305.3	18.5	I1937-4A-LP-DIR-T	Molspin	8.41E-06	0.74532	273	I1937-4A-LP-DIR-T-2	LT-T-Z	3	I1937-4A	0	273	g
This study	2.4	304.6	18.6	I1937-4A-LP-DIR-T	Molspin	7.90E-06	0.699493	273	I1937-4A-LP-DIR-T-3	LT-T-Z	4	I1937-4A	0	448	g
This study	2.3	306.1	17.9	I1937-4A-LP-DIR-T	Molspin	7.53E-06	0.666855	273	I1937-4A-LP-DIR-T-4	LT-T-Z	5	I1937-4A	0	523	g
This study	1.6	313.1	15.7	I1937-4A-LP-DIR-T	Molspin	7.75E-06	0.686069	273	I1937-4A-LP-DIR-T-5	LT-T-Z	6	I1937-4A	0	598	g
This study	5.5	318.4	15	I1937-4A-LP-DIR-T	Molspin	7.40E-06	0.655721	273	I1937-4A-LP-DIR-T-6	LT-T-Z	7	I1937-4A	0	673	g
This study	4.1	317.1	14.6	I1937-4A-LP-DIR-T	Molspin	7.20E-06	0.637427	273	I1937-4A-LP-DIR-T-7	LT-T-Z	8	I1937-4A	0	723	g
This study	2.1	328.1	12.2	I1937-4A-LP-DIR-T	Molspin	7.01E-06	0.620977	273	I1937-4A-LP-DIR-T-8	LT-T-Z	9	I1937-4A	0	773	g
This study	2.6	331.6	7.4	I1937-4A-LP-DIR-T	Molspin	5.48E-06	0.485392	273	I1937-4A-LP-DIR-T-9	LT-T-Z	1	I1937-4A	0	798	g
This study	3	333.5	8.5	I1937-4A-LP-DIR-T	Molspin	5.06E-06	0.447978	273	I1937-4A-LP-DIR-T-10	LT-T-Z	11	I1937-4A	0	813	g
This study	3.1	334.9	8.8	I1937-4A-LP-DIR-T	Molspin	2.87E-06	0.254468	273	I1937-4A-LP-DIR-T-11	LT-T-Z	12	I1937-4A	0	828	g
This study	1.5	331	9	I1937-4A-LP-DIR-T	Molspin	2.71E-06	0.239723	273	I1937-4A-LP-DIR-T-12	LT-T-Z	13	I1937-4A	0	833	g
This study	3.7	332.7	9.3	I1937-4A-LP-DIR-T	Molspin	2.15E-06	0.190476	273	I1937-4A-LP-DIR-T-13	LT-T-Z	14	I1937-4A	0	838	g
This study	2.6	333.6	9.8	I1937-4A-LP-DIR-T	Molspin	1.19E-07	0.010537	273	I1937-4A-LP-DIR-T-14	LT-T-Z	15	I1937-4A	0	843	g
This study	3.1	315	26.9	I1937-6A-LP-DIR-T	Molspin	1.03E-05	0.915126	273	I1937-6A-LP-DIR-T-1	LT-T-Z	2	I1937-6A	0	273	g
This study	2	321.4	26.4	I1937-6A-LP-DIR-T	Molspin	8.70E-06	0.770975	273	I1937-6A-LP-DIR-T-2	LT-T-Z	3	I1937-6A	0	448	g
This study	2	326.7	25.2	I1937-6A-LP-DIR-T	Molspin	8.35E-06	0.739922	273	I1937-6A-LP-DIR-T-3	LT-T-Z	4	I1937-6A	0	523	g
This study	2.4	330.3	24.1	I1937-6A-LP-DIR-T	Molspin	8.50E-06	0.753292	273	I1937-6A-LP-DIR-T-4	LT-T-Z	5	I1937-6A	0	598	g
This study	2.9	334.9	24	I1937-6A-LP-DIR-T	Molspin	8.05E-06	0.713459	273	I1937-6A-LP-DIR-T-5	LT-T-Z	6	I1937-6A	0	673	g
This study	2.6	339.9	20.5	I1937-6A-LP-DIR-T	Molspin	7.89E-06	0.698502	273	I1937-6A-LP-DIR-T-6	LT-T-Z	7	I1937-6A	0	723	g
This study	1	346.2	18.3	I1937-6A-LP-DIR-T	Molspin	7.28E-06	0.644863	273	I1937-6A-LP-DIR-T-7	LT-T-Z	8	I1937-6A	0	773	g
This study	3.8	346.1	16.9	I1937-6A-LP-DIR-T	Molspin	7.17E-06	0.635163	273	I1937-6A-LP-DIR-T-8	LT-T-Z	9	I1937-6A	0	798	g
This study	1.5	351.1	18.3	I1937-6A-LP-DIR-T	Molspin	7.03E-06	0.622356	273	I1937-6A-LP-DIR-T-9	LT-T-Z	1	I1937-6A	0	813	g
This study	2.1	355.8	15.9	I1937-6A-LP-DIR-T	Molspin	5.96E-08	0.005277	273	I1937-6A-LP-DIR-T-10	LT-T-Z	11	I1937-6A	0	828	g
This study	8.5	327.8	38.3	I1937-7A-LP-DIR-T	Molspin	1.05E-05	0.928943	273	I1937-7A-LP-DIR-T-1	LT-T-Z	2	I1937-7A	0	273	g
This study	0.9	328.9	35.8	I1937-7A-LP-DIR-T	Molspin	8.03E-06	0.711629	273	I1937-7A-LP-DIR-T-2	LT-T-Z	3	I1937-7A	0	448	g
This study	3.6	335.4	33.5	I1937-7A-LP-DIR-T	Molspin	7.37E-06	0.652725	273	I1937-7A-LP-DIR-T-3	LT-T-Z	4	I1937-7A	0	523	g
This study	1.8	337.2	33.4	I1937-7A-LP-DIR-T	Molspin	7.14E-06	0.63253	273	I1937-7A-LP-DIR-T-4	LT-T-Z	5	I1937-7A	0	598	g
This study	4	343.4	31.4	I1937-7A-LP-DIR-T	Molspin	6.99E-06	0.618892	273	I1937-7A-LP-DIR-T-5	LT-T-Z	6	I1937-7A	0	673	g
This study	3.7	352.5	27.8	I1937-7A-LP-DIR-T	Molspin	6.52E-06	0.577525	273	I1937-7A-LP-DIR-T-6	LT-T-Z	7	I1937-7A	0	723	g
This study	1.7	353.4	27	I1937-7A-LP-DIR-T	Molspin	6.27E-06	0.555158	273	I1937-7A-LP-DIR-T-7	LT-T-Z	8	I1937-7A	0	773	g
This study	1.6	359.6	22.1	I1937-7A-LP-DIR-T	Molspin	5.63E-06	0.499071	273	I1937-7A-LP-DIR-T-8	LT-T-Z	9	I1937-7A	0	798	g
This study	1.8	5.9	17.6	I1937-7A-LP-DIR-T	Molspin	3.12E-06	0.276138	273	I1937-7A-LP-DIR-T-9	LT-T-Z	1	I1937-7A	0	813	g
This study	4.7	4	18.5	I1937-7A-LP-DIR-T	Molspin	5.20E-07	0.046043	273	I1937-7A-LP-DIR-T-10	LT-T-Z	11	I1937-7A	0	828	g
This study	4.2	356.7	16.8	I1937-7A-LP-DIR-T	Molspin	5.08E-08	0.004499	273	I1937-7A-LP-DIR-T-11	LT-T-Z	12	I1937-7A	0	833	g
This study	1.2	275.6	16.9	I1937-8A-LP-DIR-T	Molspin	1.15E-05	1.01982	273	I1937-8A-LP-DIR-T-1	LT-T-Z	2	I1937-8A	0	273	g
This study	2.7	278.3	14.2	I1937-8A-LP-DIR-T	Molspin	1.02E-05	0.907726	273	I1937-8A-LP-DIR-T-2	LT-T-Z	3	I1937-8A	0	448	g
This study	3.8	280.1	12.5	I1937-8A-LP-DIR-T	Molspin	9.74E-06	0.862475	273	I1937-8A-LP-DIR-T-3	LT-T-Z	4	I1937-8A	0	523	g
This study	4.2	287.2	11.6	I1937-8A-LP-DIR-T	Molspin	9.10E-06	0.805757	273	I1937-8A-LP-DIR-T-4	LT-T-Z	5	I1937-8A	0	598	g
This study	3.5	294.8	9.8	I1937-8A-LP-DIR-T	Molspin	9.03E-06	0.799748	273	I1937-8A-LP-DIR-T-5	LT-T-Z	6	I1937-8A	0	673	g
This study	4.9	297.9	8.5	I1937-8A-LP-DIR-T	Molspin	8.62E-06	0.763588	273	I1937-8A-LP-DIR-T-6	LT-T-Z	7	I1937-8A	0	723	g
This study	3.8	306.5	5.9	I1937-8A-LP-DIR-T	Molspin	8.06E-06	0.714243	273	I1937-8A-LP-DIR-T-7	LT-T-Z	8	I1937-8A	0	773	g
This study	6.4	313.7	1.1	I1937-8A-LP-DIR-T	Molspin	3.70E-06	0.327563	273	I1937-8A-LP-DIR-T-8	LT-T-Z	9	I1937-8A	0	798	g
This study	5.3	312.6	1.2	I1937-8A-LP-DIR-T	Molspin	2.20E-06	0.195215	273	I1937-8A-LP-DIR-T-9	LT-T-Z	1	I1937-8A	0	813	g
This study	5.5	317.1	1.5	I1937-8A-LP-DIR-T	Molspin	2.04E-06	0.180888	273	I1937-8A-LP-DIR-T-10	LT-T-Z	11	I1937-8A	0	828	g
This study	3.7	315.4	1.8	I1937-8A-LP-DIR-T	Molspin	1.28E-07	0.011311	273	I1937-8A-LP-DIR-T-11	LT-T-Z	12	I1937-8A	0	833	g
This study	3.9	123.8	51.2	I1938-1a-LP-DIR-T	Molspin	2.95E-05	2.6744675	273	I1938-1a-LP-DIR-T-1	LT-T-Z	2	I1938-1a	0	273	g
This study	4.1	121.3	44.4	I1938-1a-LP-DIR-T	Molspin	2.21E-05	2.0048484	273	I1938-1a-LP-DIR-T-2	LT-T-Z	3	I1938-1a	0	448	g
This study	4.7	121.7	35.9	I1938-1a-LP-DIR-T	Molspin	1.84E-05	1.6640579	273	I1938-1a-LP-DIR-T-3	LT-T-Z	4	I1938-1a	0	523	g
This study	6.6	125	25.7	I1938-1a-LP-DIR-T	Molspin	1.52E-05	1.3754774	273	I1938-1a-LP-DIR-T-4	LT-T-Z	5	I1938-1a	0	598	g
This study	6.5	122.1	20.3	I1938-1a-LP-DIR-T	Molspin	1.35E-05	1.2192181	273	I1938-1a-LP-DIR-T-5	LT-T-Z	6	I1938-1a	0	673	g
This study	6.3	121.3	16.1	I1938-1a-LP-DIR-T	Molspin	1.18E-05	1.0709506	273	I1938-1a-LP-DIR-T-6	LT-T-Z	7	I1938-1a	0	723	g
This study	3.7	122.1	11	I1938-1a-LP-DIR-T	Molspin	1.10E-05	0.9986108	273	I1938-1a-LP-DIR-T-7	LT-T-Z	8	I1938-1a	0	773	g
This study	5.8	119.5	6.2	I1938-1a-LP-DIR-T	Molspin	9.67E-06	0.8756003	273	I1938-1a-LP-DIR-T-8	LT-T-Z	9	I1938-1a	0	798	g
This study	5.1	116.1	-0.6	I1938-1a-LP-DIR-T	Molspin	6.55E-06	0.5935245	273	I1938-1a-LP-DIR-T-9	LT-T-Z	1	I1938-1a	0	813	g
This study	3.5	118.7	0.8	I1938-1a-LP-DIR-T	Molspin	5.62E-06	0.5089135	273	I1938-1a-LP-DIR-T-10	LT-T-Z	11	I1938-1a	0	828	g
This study	6.4	112.9	-0.4	I1938-1a-LP-DIR-T	Molspin	5.06E-06	0.4585579	273	I1938-1a-LP-DIR-T-11	LT-T-Z	12	I1938-1a	0	833	g
This study	6.3	113.6	-21.9	I1938-1a-LP-DIR-T	Molspin	2.00E-07	0.0181207	273	I1938-1a-LP-DIR-T-12	LT-T-Z	13	I1938-1a	0	838	g
This study	3.9	117.7	7.2	I1938-3A-LP-DIR-T	Molspin	1.95E-05	1.767559	273	I1938-3A-LP-DIR-T-1	LT-T-Z	2	I1938-3A	0	273	g
This study	1.8	117.2	-3.5	I1938-3A-LP-DIR-T	Molspin	1.48E-05	1.339767	273	I1938-3A-LP-DIR-T-2	LT-T-Z	3	I1938-3A	0	448	g
This study	3.2	120.8	-5.6	I1938-3A-LP-DIR-T	Molspin	1.44E-05	1.303902	273	I1938-3A-LP-DIR-T-3	LT-T-Z	4	I1938-3A	0	523	g
This study	2.3	117.6	-7.7	I1938-3A-LP-DIR-T	Molspin	1.30E-05	1.174811	273	I1938-3A-LP-DIR-T-4	LT-T-Z	5	I1938-3A	0	598	g
This study	1.7	117.6	-9.2	I1938-3A-LP-DIR-T	Molspin	1.06E-05	0.960625	273	I1938-3A-LP-DIR-T-5	LT-T-Z	6	I1938-3A	0	673	g
This study	1.8	119.1	-10.1	I1938-3A-LP-DIR-T	Molspin	1.02E-05	0.927676	273	I1938-3A-LP-DIR-T-6	LT-T-Z	7	I1938-3A	0	723	g
This study	1.3	116.8	-13.8	I1938-3A-LP-DIR-T	Molspin	9.15E-06	0.829006	273	I1938-3A-LP-DIR-T-7	LT-T-Z	8	I1938-3A	0	773	g
This study	2.3	119.1	-15.9	I1938-3A-LP-DIR-T	Molspin	7.31E-06	0.662322	273	I1938-3A-LP-DIR-T-8	LT-T-Z	9	I1938-3A	0	798	g
This study	2.1	112.7	-12.7	I1938-3A-LP-DIR-T	Molspin	2.00E-06	0.181207	273	I1938-3A-LP-DIR-T-9	LT-T-Z	1	I1938-3A	0	813	g
This study	2.2	113.2	-5.6	I1938-3A-LP-DIR-T	Molspin	1.87E-06	0.16927	273	I1938-3A-LP-DIR-T-10	LT-T-Z	11	I1938-3A	0	828	g
This study	4.9	318.5	-15.3	I1938-3A-LP-DIR-T	Molspin	1.37E-07	0.012418	273	I1938-3A-LP-DIR-T-11	LT-T-Z	12	I1938-3A	0	833	g
This study	2.5	168.8	-25.3	I1938-4A-LP-DIR-T	Molspin	1.45E-05	1.28647	273	I1938-4A-LP-DIR-T-1	LT-T-Z	2	I1938-4A	0	273	g
This study	3	175	-30.3	I1938-4A-LP-DIR-T	Molspin	1.39E-05	1.234315	273	I1938-4A-LP-DIR-T-2	LT-T-Z	3	I1938-4A	0	448	g
This study	1.1	177.2	-31.8	I1938-4A-LP-DIR-T	Molspin	1.34E-05	1.189294	273	I1938-4A-LP-DIR-T-3	LT-T-Z	4	I1938-4A	0	523	g
This study	4.5	177.5	-31.2	I1938-4A-LP-DIR-T	Molspin	1.23E-05	1.086089	273	I1938-4A-LP-DIR-T-4	LT-T-Z	5	I1938-4A	0	598	g
This study	2.8	175.5	-32.4	I1938-4A-LP-DIR-T	Molspin	1.15E-05	1.021924	273	I1938-4A-LP-DIR-T-5	LT-T-Z	6	I1938-4A	0	673	g
This study	2.8	178.4	-31.9	I1938-4A-LP-DIR-T	Molspin	1.13E-05	1.00232	273	I1938-4A-LP-DIR-T-6	LT-T-Z	7	I1938-4A	0	723	g
This study	4.6	178.6	-30.6	I1938-4A-LP-DIR-T	Molspin	1.07E-05	0.951743	273	I1938-4A-LP-DIR-T-7	LT-T-Z	8	I1938-4A	0	773	g
This study	4.4	175.2	-31.9	I1938-4A-LP-DIR-T	Molspin	9.70E-06	0.859563	273	I1938-4A-LP-DIR-T-8	LT-T-Z	9	I1938-4A	0	798	g
This study	4.5	176.4	-32.3	I1938-4A-LP-DIR-T	Molspin	9.32E-06	0.825865	273	I1938-4A-LP-DIR-T-9	LT-T-Z	1	I1938-4A	0	813	g
This study	2.6	176.1	-33.1	I1938-4A-LP-DIR-T	Molspin	9.13E-06	0.8083	273	I1938-4A-LP-DIR-T-10	LT-T-Z	11	I1938-4A	0	828	g
This study	1	175.9	-32.8	I1938-4A-LP-DIR-T	Molspin	3.65E-07	0.032327	273	I1938-4A-LP-DIR-T-11	LT-T-Z	12	I1938-4A	0	833	g
This study	3.8	263.9	-21.4	I1938-4A-LP-DIR-T	Molspin	2.12E-07	0.01879	273	I1938-4A-LP-DIR-T-12	LT-T-Z	13	I1938-4A	0	833	g
This study	2.7	167.9	-33	I1938-5a-LP-DIR-T	Molspin	1.30E-05	1.2048291	273	I1938-5a-LP-DIR-T-1	LT-T-Z	2	I1938-5a	0	273	g
This study	1	176	-33.1	I1938-5a-LP-DIR-T	Molspin	1.24E-05	1.1471189	273	I1938-5a-LP-DIR-T-2	LT-T-Z	3	I1938-5a	0	448	g
This study	0.8	174.3	-30.4	I1938-5a-LP-DIR-T	Molspin	1.25E-05	1.1551841	273	I1938-5a-LP-DIR-T-3	LT-T-Z	4	I1938-5a	0	523	g
