tab 	locations														
age	age_high	age_low	age_unit	geologic_classes	lat_n	lat_s	lithologies	location	location_type	lon_e	lon_w				
This study	2.3	177.3	-31.4	I1938-5a-LP-DIR-T	Molspin	1.23E-05	1.1407948	273	I1938-5a-LP-DIR-T-4	LT-T-Z	5	I1938-5a	0	598	g
This study	1.2	170.4	-30.4	I1938-5a-LP-DIR-T	Molspin	1.11E-05	1.0266785	273	I1938-5a-LP-DIR-T-5	LT-T-Z	6	I1938-5a	0	673	g
This study	0.6	173.3	-31.7	I1938-5a-LP-DIR-T	Molspin	1.06E-05	0.9797687	273	I1938-5a-LP-DIR-T-6	LT-T-Z	7	I1938-5a	0	723	g
This study	1.2	172.4	-33.2	I1938-5a-LP-DIR-T	Molspin	9.98E-06	0.9240662	273	I1938-5a-LP-DIR-T-7	LT-T-Z	8	I1938-5a	0	773	g
This study	2.4	173.3	-33.1	I1938-5a-LP-DIR-T	Molspin	6.49E-06	0.6009407	273	I1938-5a-LP-DIR-T-8	LT-T-Z	9	I1938-5a	0	798	g
This study	2.5	183.4	-15.1	I1938-5a-LP-DIR-T	Molspin	7.05E-07	0.0653017	273	I1938-5a-LP-DIR-T-9	LT-T-Z	1	I1938-5a	0	813	g
This study	1.5	179.4	-23.6	I1938-5a-LP-DIR-T	Molspin	6.86E-07	0.0635074	273	I1938-5a-LP-DIR-T-10	LT-T-Z	11	I1938-5a	0	828	g
This study	3.5	167.7	-32.8	I1938-5a-LP-DIR-T	Molspin	6.03E-07	0.05584	273	I1938-5a-LP-DIR-T-11	LT-T-Z	12	I1938-5a	0	833	g
This study	1.5	81.1	-69.2	I1938-5a-LP-DIR-T	Molspin	1.34E-07	0.0124164	273	I1938-5a-LP-DIR-T-12	LT-T-Z	13	I1938-5a	0	838	g
This study	3	160.4	-31.9	I1938-6a-LP-DIR-T	Molspin	1.79E-05	1.623834	273	I1938-6a-LP-DIR-T-1	LT-T-Z	2	I1938-6a	0	273	g
This study	0.9	164.3	-35.1	I1938-6a-LP-DIR-T	Molspin	1.66E-05	1.5029084	273	I1938-6a-LP-DIR-T-2	LT-T-Z	3	I1938-6a	0	448	g
This study	2.3	171.6	-36.5	I1938-6a-LP-DIR-T	Molspin	1.65E-05	1.4934355	273	I1938-6a-LP-DIR-T-3	LT-T-Z	4	I1938-6a	0	523	g
This study	3.9	167.4	-34.9	I1938-6a-LP-DIR-T	Molspin	1.61E-05	1.4618236	273	I1938-6a-LP-DIR-T-4	LT-T-Z	5	I1938-6a	0	598	g
This study	1.4	169	-32.7	I1938-6a-LP-DIR-T	Molspin	1.45E-05	1.3142587	273	I1938-6a-LP-DIR-T-5	LT-T-Z	6	I1938-6a	0	673	g
This study	1.7	168.3	-35.7	I1938-6a-LP-DIR-T	Molspin	1.37E-05	1.2420969	273	I1938-6a-LP-DIR-T-6	LT-T-Z	7	I1938-6a	0	723	g
This study	1.5	165.3	-38.1	I1938-6a-LP-DIR-T	Molspin	1.29E-05	1.1663076	273	I1938-6a-LP-DIR-T-7	LT-T-Z	8	I1938-6a	0	773	g
This study	1.2	171.9	-39.5	I1938-6a-LP-DIR-T	Molspin	9.73E-06	0.8812047	273	I1938-6a-LP-DIR-T-8	LT-T-Z	9	I1938-6a	0	798	g
This study	1.3	162.7	-38.1	I1938-6a-LP-DIR-T	Molspin	1.61E-06	0.1455305	273	I1938-6a-LP-DIR-T-9	LT-T-Z	1	I1938-6a	0	813	g
This study	2	315.5	-10.6	I1938-6a-LP-DIR-T	Molspin	2.48E-07	0.0224389	273	I1938-6a-LP-DIR-T-10	LT-T-Z	11	I1938-6a	0	828	g
This study	2.6	180.8	-23.3	I1938-7a-LP-DIR-T	Molspin	1.91E-05	1.7278693	273	I1938-7a-LP-DIR-T-1	LT-T-Z	2	I1938-7a	0	273	g
This study	3.4	184.6	-25.9	I1938-7a-LP-DIR-T	Molspin	1.80E-05	1.6342725	273	I1938-7a-LP-DIR-T-2	LT-T-Z	3	I1938-7a	0	448	g
This study	1.5	186.8	-26.4	I1938-7a-LP-DIR-T	Molspin	1.79E-05	1.6173291	273	I1938-7a-LP-DIR-T-3	LT-T-Z	4	I1938-7a	0	523	g
This study	2.1	188.1	-24.8	I1938-7a-LP-DIR-T	Molspin	1.42E-05	1.2886193	273	I1938-7a-LP-DIR-T-4	LT-T-Z	5	I1938-7a	0	598	g
This study	2.6	187.1	-24.6	I1938-7a-LP-DIR-T	Molspin	1.32E-05	1.1961537	273	I1938-7a-LP-DIR-T-5	LT-T-Z	6	I1938-7a	0	673	g
This study	2.1	193.3	-24	I1938-7a-LP-DIR-T	Molspin	1.23E-05	1.1185247	273	I1938-7a-LP-DIR-T-6	LT-T-Z	7	I1938-7a	0	723	g
This study	1.1	185.5	-25.7	I1938-7a-LP-DIR-T	Molspin	1.07E-05	0.9657346	273	I1938-7a-LP-DIR-T-7	LT-T-Z	8	I1938-7a	0	773	g
This study	2.2	189.3	-25.4	I1938-7a-LP-DIR-T	Molspin	9.87E-06	0.8938432	273	I1938-7a-LP-DIR-T-8	LT-T-Z	9	I1938-7a	0	798	g
This study	2.9	192.1	-27.3	I1938-7a-LP-DIR-T	Molspin	7.63E-06	0.6915321	273	I1938-7a-LP-DIR-T-9	LT-T-Z	1	I1938-7a	0	813	g
This study	2.2	203.4	-41.4	I1938-7a-LP-DIR-T	Molspin	4.42E-07	0.040003	273	I1938-7a-LP-DIR-T-10	LT-T-Z	11	I1938-7a	0	828	g
This study	2.7	166.4	-9.2	I1938-8a-LP-DIR-T	Molspin	1.83E-05	1.6174767	273	I1938-8a-LP-DIR-T-1	LT-T-Z	2	I1938-8a	0	273	g
This study	2.4	169.3	-14.3	I1938-8a-LP-DIR-T	Molspin	1.82E-05	1.6116896	273	I1938-8a-LP-DIR-T-2	LT-T-Z	3	I1938-8a	0	448	g
This study	2.3	171.4	-14.1	I1938-8a-LP-DIR-T	Molspin	1.82E-05	1.6104543	273	I1938-8a-LP-DIR-T-3	LT-T-Z	4	I1938-8a	0	523	g
This study	1.5	171.4	-14.4	I1938-8a-LP-DIR-T	Molspin	1.83E-05	1.6180841	273	I1938-8a-LP-DIR-T-4	LT-T-Z	5	I1938-8a	0	598	g
This study	1.9	170.3	-15.1	I1938-8a-LP-DIR-T	Molspin	1.67E-05	1.4826073	273	I1938-8a-LP-DIR-T-5	LT-T-Z	6	I1938-8a	0	673	g
This study	2.5	170.8	-14.6	I1938-8a-LP-DIR-T	Molspin	1.66E-05	1.4739032	273	I1938-8a-LP-DIR-T-6	LT-T-Z	7	I1938-8a	0	723	g
This study	1.9	174.7	-17	I1938-8a-LP-DIR-T	Molspin	1.51E-05	1.3353989	273	I1938-8a-LP-DIR-T-7	LT-T-Z	8	I1938-8a	0	773	g
This study	2.4	171.1	-16	I1938-8a-LP-DIR-T	Molspin	1.35E-05	1.2000571	273	I1938-8a-LP-DIR-T-8	LT-T-Z	9	I1938-8a	0	798	g
This study	1.5	171.8	-17	I1938-8a-LP-DIR-T	Molspin	1.29E-05	1.1407181	273	I1938-8a-LP-DIR-T-9	LT-T-Z	1	I1938-8a	0	813	g
This study	4.2	172.8	-12.8	I1938-8a-LP-DIR-T	Molspin	1.43E-06	0.1270382	273	I1938-8a-LP-DIR-T-10	LT-T-Z	11	I1938-8a	0	828	g
This study	1	164.8	-7.3	I1938-8a-LP-DIR-T	Molspin	1.33E-06	0.1177896	273	I1938-8a-LP-DIR-T-11	LT-T-Z	12	I1938-8a	0	833	g
This study	3.2	129.6	-46.9	I1938-8a-LP-DIR-T	Molspin	1.66E-07	0.0147002	273	I1938-8a-LP-DIR-T-12	LT-T-Z	13	I1938-8a	0	838	g
This study	4.7	123.9	-8.4	I1938-9a-LP-DIR-T	Molspin	1.75E-05	1.546134	273	I1938-9a-LP-DIR-T-1	LT-T-Z	2	I1938-9a	0	273	g
This study	2.9	126.2	-11.3	I1938-9a-LP-DIR-T	Molspin	1.68E-05	1.486135	273	I1938-9a-LP-DIR-T-2	LT-T-Z	3	I1938-9a	0	448	g
This study	3.7	126.5	-13.4	I1938-9a-LP-DIR-T	Molspin	1.62E-05	1.43521	273	I1938-9a-LP-DIR-T-3	LT-T-Z	4	I1938-9a	0	523	g
This study	5	123.4	-10.8	I1938-9a-LP-DIR-T	Molspin	1.66E-05	1.46804	273	I1938-9a-LP-DIR-T-4	LT-T-Z	5	I1938-9a	0	598	g
This study	5.1	124.2	-11.7	I1938-9a-LP-DIR-T	Molspin	1.40E-05	1.236843	273	I1938-9a-LP-DIR-T-5	LT-T-Z	6	I1938-9a	0	673	g
This study	3.3	125.9	-13.7	I1938-9a-LP-DIR-T	Molspin	1.39E-05	1.233826	273	I1938-9a-LP-DIR-T-6	LT-T-Z	7	I1938-9a	0	723	g
This study	2	123.6	-12.9	I1938-9a-LP-DIR-T	Molspin	1.35E-05	1.193696	273	I1938-9a-LP-DIR-T-7	LT-T-Z	8	I1938-9a	0	773	g
This study	3.3	120.1	-16.3	I1938-9a-LP-DIR-T	Molspin	8.27E-06	0.7325329	273	I1938-9a-LP-DIR-T-8	LT-T-Z	9	I1938-9a	0	798	g
This study	2.9	122.2	-12.7	I1938-9a-LP-DIR-T	Molspin	8.23E-06	0.72893	273	I1938-9a-LP-DIR-T-9	LT-T-Z	1	I1938-9a	0	813	g
This study	2	100.5	-23.8	I1938-9a-LP-DIR-T	Molspin	3.86E-07	0.0341732	273	I1938-9a-LP-DIR-T-10	LT-T-Z	11	I1938-9a	0	828	g
This study	2.3	258.9	67.8	I1939-1A-LP-DIR-T	Molspin	1.90E-05	1.68492	273	I1939-1A-LP-DIR-T-1	LT-T-Z	2	I1939-1A	0	273	g
This study	1.5	255.4	70.3	I1939-1A-LP-DIR-T	Molspin	1.75E-05	1.552708	273	I1939-1A-LP-DIR-T-2	LT-T-Z	3	I1939-1A	0	448	g
This study	1.2	260.5	70.9	I1939-1A-LP-DIR-T	Molspin	1.66E-05	1.474203	273	I1939-1A-LP-DIR-T-3	LT-T-Z	4	I1939-1A	0	523	g
This study	1.6	266.9	71.6	I1939-1A-LP-DIR-T	Molspin	1.44E-05	1.273321	273	I1939-1A-LP-DIR-T-4	LT-T-Z	5	I1939-1A	0	598	g
This study	2.5	266.8	72.3	I1939-1A-LP-DIR-T	Molspin	1.25E-05	1.103168	273	I1939-1A-LP-DIR-T-5	LT-T-Z	6	I1939-1A	0	673	g
This study	1.3	265.7	71.1	I1939-1A-LP-DIR-T	Molspin	1.21E-05	1.069158	273	I1939-1A-LP-DIR-T-6	LT-T-Z	7	I1939-1A	0	723	g
This study	1.6	282.1	69.1	I1939-1A-LP-DIR-T	Molspin	1.19E-05	1.049821	273	I1939-1A-LP-DIR-T-7	LT-T-Z	8	I1939-1A	0	773	g
This study	2.9	298.3	66.6	I1939-1A-LP-DIR-T	Molspin	9.26E-06	0.820158	273	I1939-1A-LP-DIR-T-8	LT-T-Z	9	I1939-1A	0	798	g
This study	1.2	291.1	65.4	I1939-1A-LP-DIR-T	Molspin	8.94E-06	0.791463	273	I1939-1A-LP-DIR-T-9	LT-T-Z	1	I1939-1A	0	813	g
This study	2	294.9	67.9	I1939-1A-LP-DIR-T	Molspin	8.74E-06	0.774074	273	I1939-1A-LP-DIR-T-10	LT-T-Z	11	I1939-1A	0	828	g
This study	2.5	302.4	63.6	I1939-1A-LP-DIR-T	Molspin	3.69E-06	0.326782	273	I1939-1A-LP-DIR-T-11	LT-T-Z	12	I1939-1A	0	833	g
This study	2.2	301.3	63.2	I1939-1A-LP-DIR-T	Molspin	1.30E-06	0.114705	273	I1939-1A-LP-DIR-T-12	LT-T-Z	13	I1939-1A	0	838	g
This study	17.1	184.3	-58.8	I1939-1A-LP-DIR-T	Molspin	2.31E-08	0.002044	273	I1939-1A-LP-DIR-T-13	LT-T-Z	14	I1939-1A	0	843	g
This study	1.2	257.3	67.9	I1939-3a-LP-DIR-T	Molspin	1.73E-05	1.5633752	273	I1939-3a-LP-DIR-T-1	LT-T-Z	2	I1939-3a	0	273	g
This study	1	261	68.1	I1939-3a-LP-DIR-T	Molspin	1.67E-05	1.515804	273	I1939-3a-LP-DIR-T-2	LT-T-Z	3	I1939-3a	0	448	g
This study	0.7	263.9	68.7	I1939-3a-LP-DIR-T	Molspin	1.66E-05	1.4997036	273	I1939-3a-LP-DIR-T-3	LT-T-Z	4	I1939-3a	0	523	g
This study	0.5	270.9	68.3	I1939-3a-LP-DIR-T	Molspin	1.60E-05	1.4520092	273	I1939-3a-LP-DIR-T-4	LT-T-Z	5	I1939-3a	0	598	g
This study	3.5	272.4	70.4	I1939-3a-LP-DIR-T	Molspin	1.33E-05	1.2055596	273	I1939-3a-LP-DIR-T-5	LT-T-Z	6	I1939-3a	0	673	g
This study	0.4	280.7	72.6	I1939-3a-LP-DIR-T	Molspin	1.22E-05	1.1039502	273	I1939-3a-LP-DIR-T-6	LT-T-Z	7	I1939-3a	0	723	g
This study	0.5	287.9	66.7	I1939-3a-LP-DIR-T	Molspin	1.17E-05	1.0565249	273	I1939-3a-LP-DIR-T-7	LT-T-Z	8	I1939-3a	0	773	g
This study	1	303.2	63.9	I1939-3a-LP-DIR-T	Molspin	9.34E-06	0.8461548	273	I1939-3a-LP-DIR-T-8	LT-T-Z	9	I1939-3a	0	798	g
This study	1.5	299.6	63.7	I1939-3a-LP-DIR-T	Molspin	9.28E-06	0.84032	273	I1939-3a-LP-DIR-T-9	LT-T-Z	1	I1939-3a	0	813	g
This study	0.8	303	61.9	I1939-3a-LP-DIR-T	Molspin	8.07E-06	0.7307679	273	I1939-3a-LP-DIR-T-10	LT-T-Z	11	I1939-3a	0	828	g
This study	3	312.4	48.6	I1939-3a-LP-DIR-T	Molspin	2.52E-07	0.0228621	273	I1939-3a-LP-DIR-T-11	LT-T-Z	12	I1939-3a	0	833	g
This study	2.5	284.6	63.3	I1939-4a-LP-DIR-T	Molspin	1.31E-05	1.1583641	273	I1939-4a-LP-DIR-T-1	LT-T-Z	2	I1939-4a	0	273	g
This study	1.6	299.6	64.2	I1939-4a-LP-DIR-T	Molspin	1.23E-05	1.0934136	273	I1939-4a-LP-DIR-T-2	LT-T-Z	3	I1939-4a	0	448	g
This study	1.3	299.1	63.5	I1939-4a-LP-DIR-T	Molspin	1.19E-05	1.0520153	273	I1939-4a-LP-DIR-T-3	LT-T-Z	4	I1939-4a	0	523	g
This study	1	303.9	62.9	I1939-4a-LP-DIR-T	Molspin	1.15E-05	1.0172374	273	I1939-4a-LP-DIR-T-4	LT-T-Z	5	I1939-4a	0	598	g
This study	0.8	311.5	61.6	I1939-4a-LP-DIR-T	Molspin	1.07E-05	0.9462109	273	I1939-4a-LP-DIR-T-5	LT-T-Z	6	I1939-4a	0	673	g
This study	1.5	308.3	61.1	I1939-4a-LP-DIR-T	Molspin	1.04E-05	0.9247151	273	I1939-4a-LP-DIR-T-6	LT-T-Z	7	I1939-4a	0	723	g
This study	2.5	311.7	61.1	I1939-4a-LP-DIR-T	Molspin	8.74E-06	0.7741287	273	I1939-4a-LP-DIR-T-7	LT-T-Z	8	I1939-4a	0	773	g
This study	1	318.2	53.8	I1939-4a-LP-DIR-T	Molspin	6.28E-06	0.5559744	273	I1939-4a-LP-DIR-T-8	LT-T-Z	9	I1939-4a	0	798	g
This study	1.7	312	53	I1939-4a-LP-DIR-T	Molspin	6.11E-06	0.5415085	273	I1939-4a-LP-DIR-T-9	LT-T-Z	1	I1939-4a	0	813	g
This study	0.8	153.5	-7.7	I1939-4a-LP-DIR-T	Molspin	1.82E-07	0.0160863	273	I1939-4a-LP-DIR-T-10	LT-T-Z	11	I1939-4a	0	828	g
This study	1.4	242	46.3	I1939-5a-LP-DIR-T	Molspin	2.87E-05	2.5398174	273	I1939-5a-LP-DIR-T-1	LT-T-Z	2	I1939-5a	0	273	g
This study	2.4	249.6	47.7	I1939-5a-LP-DIR-T	Molspin	2.49E-05	2.2045322	273	I1939-5a-LP-DIR-T-2	LT-T-Z	3	I1939-5a	0	448	g
This study	2.3	251.5	48.7	I1939-5a-LP-DIR-T	Molspin	2.21E-05	1.9615518	273	I1939-5a-LP-DIR-T-3	LT-T-Z	4	I1939-5a	0	523	g
This study	2.2	252.9	52.1	I1939-5a-LP-DIR-T	Molspin	1.95E-05	1.7287943	273	I1939-5a-LP-DIR-T-4	LT-T-Z	5	I1939-5a	0	598	g
This study	1.4	256.4	52.1	I1939-5a-LP-DIR-T	Molspin	1.62E-05	1.4353231	273	I1939-5a-LP-DIR-T-5	LT-T-Z	6	I1939-5a	0	673	g
This study	0.9	265.8	54.3	I1939-5a-LP-DIR-T	Molspin	1.49E-05	1.3225918	273	I1939-5a-LP-DIR-T-6	LT-T-Z	7	I1939-5a	0	723	g
This study	2.3	262.4	53.5	I1939-5a-LP-DIR-T	Molspin	1.43E-05	1.2700309	273	I1939-5a-LP-DIR-T-7	LT-T-Z	8	I1939-5a	0	773	g
This study	1	280.2	54.3	I1939-5a-LP-DIR-T	Molspin	1.12E-05	0.9894426	273	I1939-5a-LP-DIR-T-8	LT-T-Z	9	I1939-5a	0	798	g
This study	1.6	289.5	49	I1939-5a-LP-DIR-T	Molspin	2.66E-06	0.2354118	273	I1939-5a-LP-DIR-T-9	LT-T-Z	1	I1939-5a	0	813	g
This study	1.6	292.4	53.7	I1939-5a-LP-DIR-T	Molspin	2.58E-06	0.2289496	273	I1939-5a-LP-DIR-T-10	LT-T-Z	11	I1939-5a	0	828	g
This study	5.7	350.1	7.9	I1939-5a-LP-DIR-T	Molspin	1.12E-07	0.0099302	273	I1939-5a-LP-DIR-T-11	LT-T-Z	12	I1939-5a	0	833	g
This study	1.8	244.4	71.8	I1939-6a-LP-DIR-T	Molspin	1.91E-05	1.6876975	273	I1939-6a-LP-DIR-T-1	LT-T-Z	2	I1939-6a	0	273	g
This study	1.8	257.1	75.7	I1939-6a-LP-DIR-T	Molspin	1.51E-05	1.3379052	273	I1939-6a-LP-DIR-T-2	LT-T-Z	3	I1939-6a	0	448	g
This study	0.6	280.8	74.7	I1939-6a-LP-DIR-T	Molspin	1.33E-05	1.1802277	273	I1939-6a-LP-DIR-T-3	LT-T-Z	4	I1939-6a	0	523	g
This study	0.9	287.1	72.1	I1939-6a-LP-DIR-T	Molspin	1.23E-05	1.0932158	273	I1939-6a-LP-DIR-T-4	LT-T-Z	5	I1939-6a	0	598	g
This study	1.1	295.3	70.5	I1939-6a-LP-DIR-T	Molspin	1.14E-05	1.0063651	273	I1939-6a-LP-DIR-T-5	LT-T-Z	6	I1939-6a	0	673	g
This study	0.5	294.6	70.2	I1939-6a-LP-DIR-T	Molspin	1.10E-05	0.9757922	273	I1939-6a-LP-DIR-T-6	LT-T-Z	7	I1939-6a	0	723	g
This study	1.3	295.2	67.6	I1939-6a-LP-DIR-T	Molspin	9.41E-06	0.8336208	273	I1939-6a-LP-DIR-T-7	LT-T-Z	8	I1939-6a	0	773	g
This study	1.7	313.1	63.7	I1939-6a-LP-DIR-T	Molspin	8.55E-06	0.7570888	273	I1939-6a-LP-DIR-T-8	LT-T-Z	9	I1939-6a	0	798	g
This study	3.3	315.9	51.3	I1939-6a-LP-DIR-T	Molspin	1.52E-06	0.1346646	273	I1939-6a-LP-DIR-T-9	LT-T-Z	1	I1939-6a	0	813	g
This study	4.6	317.9	10.8	I1939-6a-LP-DIR-T	Molspin	1.35E-07	0.0119485	273	I1939-6a-LP-DIR-T-10	LT-T-Z	11	I1939-6a	0	828	g
This study	0.3	260.5	58.1	I1939-7a-LP-DIR-T	Molspin	1.04E-05	0.9184661	273	I1939-7a-LP-DIR-T-1	LT-T-Z	2	I1939-7a	0	273	g
This study	1.3	257.9	65.1	I1939-7a-LP-DIR-T	Molspin	9.07E-06	0.8035403	273	I1939-7a-LP-DIR-T-2	LT-T-Z	3	I1939-7a	0	448	g
This study	3	256.1	68.5	I1939-7a-LP-DIR-T	Molspin	8.79E-06	0.77831	273	I1939-7a-LP-DIR-T-3	LT-T-Z	4	I1939-7a	0	523	g
This study	0.8	268	73	I1939-7a-LP-DIR-T	Molspin	8.58E-06	0.7595912	273	I1939-7a-LP-DIR-T-4	LT-T-Z	5	I1939-7a	0	598	g
This study	0.5	269.2	67	I1939-7a-LP-DIR-T	Molspin	6.75E-06	0.5980381	273	I1939-7a-LP-DIR-T-5	LT-T-Z	6	I1939-7a	0	673	g
This study	1.8	271.1	69.2	I1939-7a-LP-DIR-T	Molspin	6.26E-06	0.5542729	273	I1939-7a-LP-DIR-T-6	LT-T-Z	7	I1939-7a	0	723	g
This study	0.9	267.3	64.3	I1939-7a-LP-DIR-T	Molspin	5.73E-06	0.5079043	273	I1939-7a-LP-DIR-T-7	LT-T-Z	8	I1939-7a	0	773	g
This study	4	288.8	63.1	I1939-7a-LP-DIR-T	Molspin	4.68E-06	0.4146441	273	I1939-7a-LP-DIR-T-8	LT-T-Z	9	I1939-7a	0	798	g
This study	3.6	289.4	45.3	I1939-7a-LP-DIR-T	Molspin	4.70E-07	0.0415939	273	I1939-7a-LP-DIR-T-9	LT-T-Z	1	I1939-7a	0	813	g
This study	2.5	301.6	64.9	I1939-7a-LP-DIR-T	Molspin	4.31E-07	0.03818	273	I1939-7a-LP-DIR-T-10	LT-T-Z	11	I1939-7a	0	828	g
This study	2	235.2	73.7	I1939-8a-LP-DIR-T	Molspin	9.55E-06	0.8457476	273	I1939-8a-LP-DIR-T-1	LT-T-Z	2	I1939-8a	0	273	g
This study	0.7	241.3	71.5	I1939-8a-LP-DIR-T	Molspin	9.06E-06	0.8026334	273	I1939-8a-LP-DIR-T-2	LT-T-Z	3	I1939-8a	0	448	g
This study	0.9	242.1	73.4	I1939-8a-LP-DIR-T	Molspin	8.63E-06	0.7642399	273	I1939-8a-LP-DIR-T-3	LT-T-Z	4	I1939-8a	0	523	g
This study	1.4	250.4	73.3	I1939-8a-LP-DIR-T	Molspin	8.09E-06	0.7162809	273	I1939-8a-LP-DIR-T-4	LT-T-Z	5	I1939-8a	0	598	g
This study	1.4	261.6	72.2	I1939-8a-LP-DIR-T	Molspin	7.18E-06	0.6357597	273	I1939-8a-LP-DIR-T-5	LT-T-Z	6	I1939-8a	0	673	g
This study	1.6	261.5	72.1	I1939-8a-LP-DIR-T	Molspin	6.65E-06	0.58914	273	I1939-8a-LP-DIR-T-6	LT-T-Z	7	I1939-8a	0	723	g
This study	0.5	272.3	67.8	I1939-8a-LP-DIR-T	Molspin	5.55E-06	0.4918402	273	I1939-8a-LP-DIR-T-7	LT-T-Z	8	I1939-8a	0	773	g
This study	2	283.4	68.7	I1939-8a-LP-DIR-T	Molspin	5.28E-06	0.4679449	273	I1939-8a-LP-DIR-T-8	LT-T-Z	9	I1939-8a	0	798	g
This study	1.6	281.4	67.9	I1939-8a-LP-DIR-T	Molspin	5.16E-06	0.4573874	273	I1939-8a-LP-DIR-T-9	LT-T-Z	1	I1939-8a	0	813	g
This study	3.6	338.5	12.5	I1939-8a-LP-DIR-T	Molspin	1.40E-07	0.0124111	273	I1939-8a-LP-DIR-T-10	LT-T-Z	11	I1939-8a	0	828	g
This study	1.8	342.9	74.3	I1939-2a-LP-DIR-T	Molspin	1.77E-05	1.602427	273	I1939-2a-LP-DIR-T-1	LT-T-Z	2	I1939-2a	0	273	g
This study	1.7	339.1	72.3	I1939-2a-LP-DIR-T	Molspin	1.68E-05	1.5255692	273	I1939-2a-LP-DIR-T-2	LT-T-Z	3	I1939-2a	0	448	g
This study	1.1	347.2	71.5	I1939-2a-LP-DIR-T	Molspin	1.57E-05	1.4196464	273	I1939-2a-LP-DIR-T-3	LT-T-Z	4	I1939-2a	0	523	g
This study	1.9	353.1	69.1	I1939-2a-LP-DIR-T	Molspin	1.54E-05	1.3914659	273	I1939-2a-LP-DIR-T-4	LT-T-Z	5	I1939-2a	0	598	g
This study	2.7	354.1	69.7	I1939-2a-LP-DIR-T	Molspin	1.28E-05	1.1549307	273	I1939-2a-LP-DIR-T-5	LT-T-Z	6	I1939-2a	0	673	g
This study	2.3	351.9	65.8	I1939-2a-LP-DIR-T	Molspin	1.22E-05	1.1095564	273	I1939-2a-LP-DIR-T-6	LT-T-Z	7	I1939-2a	0	723	g
This study	1.9	345	65.8	I1939-2a-LP-DIR-T	Molspin	1.19E-05	1.0780883	273	I1939-2a-LP-DIR-T-7	LT-T-Z	8	I1939-2a	0	773	g
This study	3.6	350.3	64.6	I1939-2a-LP-DIR-T	Molspin	1.16E-05	1.0487908	273	I1939-2a-LP-DIR-T-8	LT-T-Z	9	I1939-2a	0	798	g
This study	2.4	350.6	62.4	I1939-2a-LP-DIR-T	Molspin	1.15E-05	1.0390565	273	I1939-2a-LP-DIR-T-9	LT-T-Z	1	I1939-2a	0	813	g
This study	1.9	353	59.1	I1939-2a-LP-DIR-T	Molspin	9.79E-06	0.8868232	273	I1939-2a-LP-DIR-T-10	LT-T-Z	11	I1939-2a	0	828	g
This study	3	352.6	52.6	I1939-2a-LP-DIR-T	Molspin	2.64E-06	0.2388429	273	I1939-2a-LP-DIR-T-11	LT-T-Z	12	I1939-2a	0	833	g
This study	3.9	345.9	50.6	I1939-2a-LP-DIR-T	Molspin	4.10E-07	0.0371247	273	I1939-2a-LP-DIR-T-12	LT-T-Z	13	I1939-2a	0	838	g
This study	3	46.3	9.5	I222-1-LP-DIR-T	Molspin	1.02E-08	0.000887	273	I222-1-LP-DIR-T-1	LT-T-Z	2	I222-1	0	273	g
This study	2	54.8	9.8	I222-1-LP-DIR-T	Molspin	3.96E-09	0.000344	273	I222-1-LP-DIR-T-2	LT-T-Z	3	I222-1	0	448	g
This study	11	54.6	9	I222-1-LP-DIR-T	Molspin	3.59E-09	0.000312	273	I222-1-LP-DIR-T-3	LT-T-Z	4	I222-1	0	523	g
This study	2	58.4	9.1	I222-1-LP-DIR-T	Molspin	3.22E-09	0.00028	273	I222-1-LP-DIR-T-4	LT-T-Z	5	I222-1	0	603	g
This study	3	53.2	4.7	I222-1-LP-DIR-T	Molspin	1.74E-09	0.000151	273	I222-1-LP-DIR-T-5	LT-T-Z	6	I222-1	0	673	g
This study	5	46.5	4.1	I222-1-LP-DIR-T	Molspin	1.32E-09	0.000115	273	I222-1-LP-DIR-T-6	LT-T-Z	7	I222-1	0	723	g
This study	4	50.6	7.4	I222-1-LP-DIR-T	Molspin	1.16E-09	0.000101	273	I222-1-LP-DIR-T-7	LT-T-Z	8	I222-1	0	773	g
This study	4	49.5	7.2	I222-1-LP-DIR-T	Molspin	1.22E-09	0.000106	273	I222-1-LP-DIR-T-8	LT-T-Z	9	I222-1	0	798	g
This study	6	44	10.6	I222-1-LP-DIR-T	Molspin	7.59E-10	6.60E-05	273	I222-1-LP-DIR-T-9	LT-T-Z	1	I222-1	0	818	g
This study	20	92.5	-38.7	I222-1-LP-DIR-T	Molspin	1.61E-10	1.40E-05	273	I222-1-LP-DIR-T-10	LT-T-Z	11	I222-1	0	838	g
This study	4	70.1	5.2	i222-2-LP-DIR-T	Molspin	9.66E-09	0.00084	273	i222-2-LP-DIR-T-1	LT-T-Z	2	i222-2	0	273	g
This study	6	70.3	5.9	i222-2-LP-DIR-T	Molspin	6.04E-09	0.000525	273	i222-2-LP-DIR-T-2	LT-T-Z	3	i222-2	0	448	g
This study	3	80.3	-11	i222-2-LP-DIR-T	Molspin	3.50E-09	0.000304	273	i222-2-LP-DIR-T-3	LT-T-Z	4	i222-2	0	523	g
This study	3	70.6	4.1	i222-2-LP-DIR-T	Molspin	3.12E-09	0.000271	273	i222-2-LP-DIR-T-4	LT-T-Z	5	i222-2	0	603	g
This study	4	71.8	-7.8	i222-2-LP-DIR-T	Molspin	1.78E-09	0.000155	273	i222-2-LP-DIR-T-5	LT-T-Z	6	i222-2	0	673	g
